virtualTreeList,siteNodeId,labelCollections,pid,bodyRelationId
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fa24980c963216b59e2c,,637dde4778d2a708fc7ba545@64b5f9bf980c963216b59df1,64b5edf8980c963216b5976a
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fa2d980c963216b59e47,,637dde4778d2a708fc7ba545@64b5fa24980c963216b59e2c,64b5edf8980c963216b5976b
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fa36980c963216b59e50,,637dde4778d2a708fc7ba545@64b5fa2d980c963216b59e47,64b5edf8980c963216b5976c
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fa48980c963216b59e57,,637dde4778d2a708fc7ba545@64b5fa36980c963216b59e50,64b5edf8980c963216b5976d
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fa5e980c963216b59e60,,637dde4778d2a708fc7ba545@64b5fa48980c963216b59e57,64b5edf8980c963216b5976e
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fa88980c963216b59e71,,637dde4778d2a708fc7ba545@64b5ee70980c963216b59789,64b5edf8980c963216b59769
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fa90980c963216b59e78,,637dde4778d2a708fc7ba545@64b5fa88980c963216b59e71,64b5edf8980c963216b5976a
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fa98980c963216b59e7d,,637dde4778d2a708fc7ba545@64b5fa90980c963216b59e78,64b5edf8980c963216b5976b
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5faa2980c963216b59e8e,,637dde4778d2a708fc7ba545@64b5fa98980c963216b59e7d,64b5edf8980c963216b5976c
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5faad980c963216b59ea3,,637dde4778d2a708fc7ba545@64b5faa2980c963216b59e8e,64b5edf8980c963216b5976d
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fab7980c963216b59eb4,,637dde4778d2a708fc7ba545@64b5faad980c963216b59ea3,64b5edf8980c963216b5976e
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5faff980c963216b59ef3,,637dde4778d2a708fc7ba545@64b5ee70980c963216b59789,64b5edf8980c963216b59769
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fb27980c963216b59f00,,637dde4778d2a708fc7ba545@64b5faff980c963216b59ef3,64b5edf8980c963216b5976a
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fb3c980c963216b59f15,,637dde4778d2a708fc7ba545@64b5fb7a980c963216b59f47,64b5edf8980c963216b5976c
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fb45980c963216b59f1a,,637dde4778d2a708fc7ba545@64b5fb3c980c963216b59f15,64b5edf8980c963216b5976d
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fb51980c963216b59f29,,637dde4778d2a708fc7ba545@64b5fb45980c963216b59f1a,64b5edf8980c963216b5976e
"[{'id': '64b5edf8980c963216b59767', 'nodeName': '生物分类虚拟树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6371facc0c4e657602bd8955', 'updateBy': '6371facc0c4e657602bd8955', 'createTime': '2023-07-18', 'updateTime': '2023-07-18', 'children': None}]",637dde4778d2a708fc7ba545@64b5fb7a980c963216b59f47,,637dde4778d2a708fc7ba545@64b5fb27980c963216b59f00,64b5edf8980c963216b5976b
"[{'id': '64c0de62bd50fe7b38f1d305', 'nodeName': '0726', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6375a4469c933875f35e3843', 'updateBy': '6375a4469c933875f35e3843', 'createTime': '2023-07-26', 'updateTime': '2023-07-26', 'children': None}]",637dde4778d2a708fc7ba545@64c0e4eca24fef1d47623902,,,64c0de62bd50fe7b38f1d306
"[{'id': '64c0de62bd50fe7b38f1d305', 'nodeName': '0726', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6375a4469c933875f35e3843', 'updateBy': '6375a4469c933875f35e3843', 'createTime': '2023-07-26', 'updateTime': '2023-07-26', 'children': None}]",637dde4778d2a708fc7ba545@64c0e56fa24fef1d47623905,,637dde4778d2a708fc7ba545@64c0e4eca24fef1d47623902,64c0de62bd50fe7b38f1d307
,637dde4778d2a708fc7ba545@64c0e56fa24fef1d47623908,,637dde4778d2a708fc7ba545@64c1c2df6632835e53b6b2d6,64c0deaabd50fe7b38f1d32d
"[{'id': '64c0de62bd50fe7b38f1d305', 'nodeName': '0726', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6375a4469c933875f35e3843', 'updateBy': '6375a4469c933875f35e3843', 'createTime': '2023-07-26', 'updateTime': '2023-07-26', 'children': None}]",637dde4778d2a708fc7ba545@64c1c2df6632835e53b6b2d4,,,64c0de62bd50fe7b38f1d306
"[{'id': '64c0de62bd50fe7b38f1d305', 'nodeName': '0726', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '637dde4778d2a708fc7ba545', 'lastTreeId': None, 'remark': None, 'createBy': '6375a4469c933875f35e3843', 'updateBy': '6375a4469c933875f35e3843', 'createTime': '2023-07-26', 'updateTime': '2023-07-26', 'children': None}]",637dde4778d2a708fc7ba545@64c1c2df6632835e53b6b2d6,,637dde4778d2a708fc7ba545@64c1c2df6632835e53b6b2d4,64c0de62bd50fe7b38f1d307
