date,childInsNum,treeId,tableStructureId,nodePIds,remark,tempPid,id,nodePId,isWBSRootNode,lastSiteNodeId,state,relationId,p6Object,labelCollections,connectNode,siteNodeId,attribute,updateTime,isConnectedLabel,parentInsNum,children,status,treeName,virtualTreeType,nodeName,formData,associatedNumber,instanceType,bodySiteNodeId,siteNodeIds,quote,order,isCreatedSite,type,isRoot,nodeId,snType,isConnected,snRelation,instanceChildren,childIns,siteId,isConnectedNode,updateBy
,,,6508f59ec87582708c032768,,,,65080b84d95e4d0e60139a01@65211e254b6c675d84f4c4e8~S,,False,,ON,65211e254b6c675d84f4c4e8,,,,65080b84d95e4d0e60139a01@65211e254b6c675d84f4c4e8~S,INSTANCE,2023-10-07 17:00:21,True,,,,,,复本项信息数据表结构GDDB202310079499,,0,8,65080b84d95e4d0e60139a01@65081b2dcee93a003ee097ea,,True,0,False,,False,,3,False,,,,65080b84d95e4d0e60139a01,False,6503f9a5b6b2a5325c9a71a4
,,,6508f59ec87582708c032768,,,,65080b84d95e4d0e60139a01@65211fca0696176284e18c19~S,,False,,ON,65211fca0696176284e18c19,,,,65080b84d95e4d0e60139a01@65211fca0696176284e18c19~S,INSTANCE,2023-10-07 17:07:22,True,,,,,,本体相同表结构GDDB202310077985,,0,8,65080b84d95e4d0e60139a01@65081b2dcee93a003ee097ea,,True,0,False,,False,,3,False,,,,65080b84d95e4d0e60139a01,False,6503f9a5b6b2a5325c9a71a4
,,,6508f59ec87582708c032768,,,,65080b84d95e4d0e60139a01@65211fcc0696176284e18c1a~S,,False,,ON,65211fcc0696176284e18c1a,,,,65080b84d95e4d0e60139a01@65211fcc0696176284e18c1a~S,INSTANCE,2023-10-07 17:07:24,True,,,,,,本体相同表结构GDDB202310074786,,0,8,65080b84d95e4d0e60139a01@65081b2dcee93a003ee097ea,,True,0,False,,False,,3,False,,,,65080b84d95e4d0e60139a01,False,6503f9a5b6b2a5325c9a71a4
,,,6508f59ec87582708c032768,,,,65080b84d95e4d0e60139a01@65211fcc0696176284e18c1b~S,,False,,ON,65211fcc0696176284e18c1b,,,,65080b84d95e4d0e60139a01@65211fcc0696176284e18c1b~S,INSTANCE,2023-10-07 17:07:24,True,,,,,,复本项信息数据表结构GDDB202310078825,,0,8,65080b84d95e4d0e60139a01@65081b2dcee93a003ee097ea,,True,0,False,,False,,3,False,,,,65080b84d95e4d0e60139a01,False,6503f9a5b6b2a5325c9a71a4
,,,6508f59ec87582708c032768,,,,65080b84d95e4d0e60139a01@65211fce0696176284e18c1c~S,,False,,ON,65211fce0696176284e18c1c,,,,65080b84d95e4d0e60139a01@65211fce0696176284e18c1c~S,INSTANCE,2023-10-07 17:07:26,True,,,,,,复本项信息数据表结构GDDB202310071647,,0,8,65080b84d95e4d0e60139a01@65081b2dcee93a003ee097ea,,True,0,False,,False,,3,False,,,,65080b84d95e4d0e60139a01,False,6503f9a5b6b2a5325c9a71a4
,,,6508f59ec87582708c032768,,,,65080b84d95e4d0e60139a01@65211fe50696176284e18c1d~S,,False,,ON,65211fe50696176284e18c1d,,,,65080b84d95e4d0e60139a01@65211fe50696176284e18c1d~S,INSTANCE,2023-10-07 17:07:49,True,,,,,,复本项泛文件表结构GDDB202310078375,,0,8,65080b84d95e4d0e60139a01@65081b2dcee93a003ee097ea,,True,0,False,,False,,3,False,,,,65080b84d95e4d0e60139a01,False,6503f9a5b6b2a5325c9a71a4
,,,6508f59ec87582708c032768,,,,65080b84d95e4d0e60139a01@65211fe70696176284e18c1f~S,,False,,ON,65211fe70696176284e18c1f,,,,65080b84d95e4d0e60139a01@65211fe70696176284e18c1f~S,INSTANCE,2023-10-07 17:07:51,True,,,,,,复本项泛文件表结构GDDB202310073227,,0,8,65080b84d95e4d0e60139a01@65081b2dcee93a003ee097ea,,True,0,False,,False,,3,False,,,,65080b84d95e4d0e60139a01,False,6503f9a5b6b2a5325c9a71a4
,,,65128e05f7fedf7d25afaccb,,,,65080b84d95e4d0e60139a01@65211fe80696176284e18c20~D,,False,,ON,65211fe80696176284e18c20,,,,65080b84d95e4d0e60139a01@65211fe80696176284e18c20~D,INSTANCE,2023-10-07 17:07:52,True,,,,,,资料包,,0,6,65080b84d95e4d0e60139a01@65081b2dcee93a003ee097ea,,True,0,False,,False,,3,False,,,,65080b84d95e4d0e60139a01,False,6503f9a5b6b2a5325c9a71a4
,,,6508f59ec87582708c032768,,,,65080b84d95e4d0e60139a01@6522067930486f7b0d90a678~T,,False,,ON,6522067930486f7b0d90a678,,,,65080b84d95e4d0e60139a01@6522067930486f7b0d90a678~T,INSTANCE,2023-10-08 09:31:38,True,,,,,,日期测,,0,1,65080b84d95e4d0e60139a01@65081b2dcee93a003ee097ea,,True,0,False,,False,,3,False,,,,65080b84d95e4d0e60139a01,False,6503f9a5b6b2a5325c9a71a4
,,,6508f59ec87582708c032768,,,,65080b84d95e4d0e60139a01@652520ac1a5afe520d5982d9~S,,False,,ON,652520ac1a5afe520d5982d9,,,,65080b84d95e4d0e60139a01@652520ac1a5afe520d5982d9~S,INSTANCE,2023-10-10 18:00:12,True,,,,,,本体相同表结构GDDB202310108770,,0,8,65080b84d95e4d0e60139a01@65081b2dcee93a003ee097ea,,True,0,False,,False,,3,False,,,,65080b84d95e4d0e60139a01,False,6503f9a5b6b2a5325c9a71a4
